irasas,R,klase,ritmas,RR_pre,RR_post,RR_vid,RR_sant,R_ecg,P_on,P_peak,P_off,QRS_on,QRS_off,T_on,T_peak,T_off,T_tipas,rastas,PR,QRS,QT,QTc,P_amp,T_amp,ST,QRS_max,QRS_min,P_yra,RR_sant_vid,RR_sant_post
207,630910.0,A,(N,-0.6480163015204194,-0.1670049185358862,-0.45538172697331986,0.8394758394758396,630909.0,630797.0,630829.0,630842.0,630888.0,630932.0,630946.0,630985.0,631063.0,0.0,True,1.9017597251989926,0.1967922807462291,0.6052901982573863,1.3712089693267653,0.40298511982221,0.8516123298277029,0.8922000604095826,-1.920909978980913,-1.5525154783244437,1.0,-0.3787473893210835,-0.6748549196294417
201,187323.0,A,(NOD,-0.46332420762376897,3.1240672587500335,1.530363272985518,0.4973118279569893,187324.0,187234.0,187254.0,187291.0,187301.0,187333.0,187374.0,187408.0,187436.0,0.0,True,0.2585024465115002,-0.5445851512398844,-0.628682132418441,-0.36334633417580003,-0.1664645870329067,0.2299523802127158,0.3089573434761793,-0.4115188672479563,1.152676204038371,1.0,-2.0578191892376605,-1.976982260459363
209,209844.0,A,(SVTA,-1.3650561954721199,-1.3479701325487758,-1.3009437670151394,0.8791903858317522,209845.0,209773.0,209783.0,209801.0,209834.0,209851.0,,209891.0,209914.0,2.0,True,-0.15231187316037276,-1.4713069412225268,-2.325394087097704,-1.6114090146993352,0.7114370443687316,-0.0493441188896698,0.5931012312129655,0.3254608304995905,0.16985476548209627,1.0,-0.18385963786911963,0.07461568018480652
232,637453.0,A,(SBR,0.06902359243128094,-0.26252416378692905,0.6759626053474419,0.7540345019476906,637454.0,637364.0,637378.0,637388.0,637440.0,637461.0,637527.0,637556.0,637593.0,0.0,True,0.8747239260193099,-1.2241811305604886,-0.07339458361431861,-0.23526406129762886,-0.5460977249363174,0.4371723634177115,-0.1696007832384077,-0.8721311783401733,0.47151283078154715,1.0,-0.7980262601580457,0.23424612516034868
232,434422.0,A,(SBR,0.036430869978931205,-0.27120773153702366,0.9283545267071958,0.6959231368475721,434423.0,,,,434411.0,434437.0,434498.0,434529.0,434565.0,0.0,True,,-0.9152738672329415,-0.04254527534742299,-0.173297407356403,,0.35608628303314777,0.18931781179753246,-0.7162316268935767,0.3450110614624227,0.0,-1.083191125864239,0.20958364371439184
222,574405.0,A,(NOD,-1.2238210648452699,-1.382704403549155,-0.02032483529094307,0.5268630849220104,574405.0,,,,574396.0,574411.0,,574439.0,574484.0,3.0,True,,-1.5948698465535456,-2.0785996209625384,-1.4181834914868283,,-0.20250671517162294,0.21922769471719417,-0.08554707785961832,1.152676204038371,0.0,-1.9128048670072184,0.4687133783437404
232,192912.0,A,(SBR,0.036430869978931205,-0.36672697678806615,0.3008119673730234,0.8343711083437111,192913.0,192790.0,192812.0,192832.0,192900.0,192921.0,192987.0,193014.0,193049.0,0.0,True,3.202671737493259,-1.2241811305604886,-0.1967918166819017,-0.34084546970419555,-0.8308225783638763,0.4371723634177115,-0.2294205490777314,-0.7304043133887218,0.354741966794663,1.0,-0.4037973940017803,0.3499407775033511
202,273099.0,A,(N,-0.8870295995043197,1.491556521732216,0.6356977462978318,0.5150576977202365,273100.0,273018.0,273058.0,273067.0,273079.0,273111.0,273152.0,273193.0,273228.0,0.0,True,-0.15231187316037276,-0.5445851512398844,-0.1967918166819017,0.7084560714114877,-0.6172789382932075,0.3650958475203217,0.21922769471719417,0.20499299529085663,1.152676204038371,1.0,-1.9707364205028806,-1.8070565146054198
232,176122.0,A,(SBR,-0.02875457492576915,-0.33199270578768714,0.49722591395648824,0.7678780773739742,176123.0,176024.0,176027.0,176042.0,176111.0,176130.0,176195.0,176224.0,176254.0,0.0,True,1.6278835120844097,-1.3477440358915076,-0.38188766628327603,-0.4873449396094963,-0.9020037917207658,0.518258443802275,-0.3640150222162091,-0.694972597150859,0.36447287212690327,1.0,-0.7300928822288175,0.22158667650938252
213,233709.0,A,(N,-1.0608574525835197,-0.6967025512916676,-0.8914206883886133,0.8358358358358359,233709.0,,,,233693.0,233725.0,233759.0,233794.0,233834.0,0.0,True,,-0.5445851512398844,-0.44358628281706663,0.6516842932298743,,1.0858610064942198,-1.2164466854265676,1.6718660475383775,-0.15126511048183464,0.0,-0.39660966372099427,-0.579280977740217
223,167132.0,A,(N,-0.7240659872425695,-0.09753637653512816,-0.43770447178080757,0.8048780487804877,167134.0,167062.0,167084.0,167094.0,167102.0,167152.0,167210.0,167231.0,167275.0,0.0,True,-1.5901619920119294,0.5674809967392864,0.543591581723595,1.4107308348695946,-0.5223706538173543,0.1488662998281523,0.3986869922351644,-0.6170228214275607,0.8218254227421995,1.0,-0.5485261291660862,-0.8219884250423525
209,216106.0,A,(SVTA,-1.33246347301977,-1.417438674549534,-1.241037513307182,0.8647990255785627,216106.0,,,,216096.0,216113.0,216152.0,216177.0,216200.0,0.0,True,,-1.4713069412225268,-1.5850106886922077,-0.5460883104629398,,0.3921245409818428,0.5033715824539804,0.3963242629753159,0.27689472413674027,0.0,-0.25448111280538604,0.3307514873401793
232,441239.0,A,(SBR,0.003838147526581471,3.2369536395012664,0.5168673086148355,0.7721445221445222,441240.0,,,,441227.0,441254.0,441316.0,441348.0,441380.0,0.0,True,,-0.8534924145674317,-0.07339458361431861,-0.17786810301147063,,0.37410541200749536,0.15940792887787075,-0.6241091646751332,0.21850929214329826,0.0,-0.7091565275598107,-1.786138018813693
232,23230.0,A,(SBR,0.003838147526581471,3.0893329877496547,0.5954328872482221,0.7545558086560364,23231.0,23134.0,23143.0,23157.0,23207.0,23271.0,23313.0,23330.0,23375.0,0.0,True,0.6693167661833731,1.4324213340564194,0.38934504038911694,0.32761323273920934,-0.42746236934150234,0.36509584752032154,0.41364193369499497,-1.0422034162819147,0.5104364521105087,1.0,-0.7954680969274787,-1.7522660789797326
209,209705.0,A,(SVTA,-1.31073499138487,-1.4087551067994393,-1.377545206182691,0.9580838323353292,209707.0,209630.0,209640.0,209667.0,209695.0,209713.0,209735.0,209762.0,209769.0,0.0,True,0.12156433995420804,-1.4095254885570172,-2.5104899366990785,-1.9508924028195187,0.33180390646532054,0.13084717085380485,0.06967828011888594,0.24751105477629207,-0.015032435830469943,1.0,0.20328733481910935,0.3540099739087
209,268508.0,A,(SVTA,-1.3867846771070202,-1.4348058100497236,-1.5150349687911167,1.0051357300073367,268509.0,,,,268497.0,268516.0,,,,,True,,-1.3477440358915076,,,,,0.18931781179753246,0.33963351699473565,0.16012386014985613,0.0,0.4341810344894376,0.2587272648309675
232,241953.0,A,(SBR,-0.05048305656066912,-0.21042275728636017,0.13386011277707738,0.8547008547008547,241954.0,,,,241937.0,241991.0,242025.0,242055.0,242094.0,0.0,True,,0.8146068074013245,0.0500026494532645,0.007556826053015436,,0.46420105687923263,0.443551816614657,-0.8366994621023103,0.5104364521105087,0.0,-0.3040349915906898,0.02991256949799876
232,192644.0,A,(SBR,-0.017890334108318945,-0.28857486703721313,0.2831347121805115,0.823418910457107,192645.0,192539.0,192549.0,192565.0,192633.0,192652.0,192715.0,192747.0,192789.0,0.0,True,2.10716688503493,-1.3477440358915076,0.01915334118636888,-0.056821077665363,-0.8545496494828395,0.419153234443364,-0.3191501978367165,-0.7233179701411491,0.3450110614624227,1.0,-0.4575421655131749,0.17212980062295752
116,298940.0,A,(N,-0.9196223219566697,0.3366420109696104,-0.12835250591184913,0.6486486486486486,298941.0,,,,298928.0,298949.0,298986.0,299017.0,299047.0,0.0,True,,-1.2241811305604886,-1.1222710646887721,-0.468053273466352,,0.7975549429046607,0.3687771093155027,3.0607893240626005,0.043352996162972376,0.0,-1.3151771247363866,-1.3325468137592593
201,424654.0,A,(N,-0.28949635454456923,-1.2958687260482071,0.7113171157324657,0.6556473829201103,424654.0,,,,424637.0,424665.0,424682.0,424693.0,424747.0,1.0,True,,-0.7917109619019221,-1.3999148390908327,-1.4222986731137168,,-0.24755453760749155,0.17436287033770162,-0.30522371853436786,1.152676204038371,0.0,-1.28083284259474,2.1180053987627057
223,252483.0,A,(N,-0.9956720076788198,-1.0093109902950799,-0.49073623735834326,0.7190357439733998,252484.0,,,,252466.0,252497.0,252522.0,252553.0,252585.0,1.0,True,,-0.6063666039053938,-1.1222710646887721,-0.3705898865135743,,-0.725061455427699,-0.21446560761790054,1.2183400796937336,0.6174764107651521,0.0,-0.9697726319809623,0.018282774120078744
232,641315.0,A,(SBR,0.014702388344031233,-0.23647346053664461,0.6406080949624181,0.74761101742552,641316.0,641229.0,641240.0,641252.0,641304.0,641324.0,641390.0,641420.0,641456.0,0.0,True,0.8062548727406653,-1.2859625832259984,-0.10424389188121422,-0.22120414077196568,-0.5460977249363179,0.4101436699561903,-0.19951066615806942,-0.8154404323595925,0.41312739878810506,1.0,-0.8295476690592942,0.1370363442784753
232,41383.0,A,(SBR,-0.0722115381955691,3.332472884752308,1.3575189999920683,0.601679104477612,41384.0,41307.0,41317.0,41326.0,41356.0,41421.0,41454.0,41486.0,41523.0,0.0,True,-0.9739405125041201,1.494202786721928,0.3584957321222213,0.3697482050929494,-0.332554084865649,0.32004802508445307,0.42859687515482614,-0.9784263270537616,0.39366558812362457,1.0,-1.5456666982086067,-1.8411826966676506
222,432664.0,A,(AB,-0.86530111786942,0.21507206246828414,-0.27566296584944866,0.7047619047619047,432664.0,432567.0,432588.0,432607.0,432651.0,432671.0,432706.0,432718.0,432763.0,5.0,True,1.4224763522484751,-1.2859625832259984,-1.3382162225570415,-0.8165814578647536,-1.3528181429810666,0.04075152598206743,0.518326523913811,-0.482382299723682,0.9775199080580449,1.0,-1.0398174060943395,-1.2057855752193682
232,224798.0,A,(SBR,0.12334479651853153,3.358523588002593,1.0776291261106303,0.6894828878341244,224799.0,,,,224785.0,224837.0,224868.0,224902.0,224940.0,0.0,True,,0.6910439020703052,-0.011695967080526738,-0.21561653547064236,,0.3650958475203217,0.3687771093155027,-0.8863038648353182,0.39366558812362434,0.0,-1.1147948017006293,-1.7595434359212163
232,371851.0,A,(SBR,-0.10480426064791883,-0.23647346053664461,1.2239575163153116,0.6141618497109828,371852.0,371763.0,371798.0,371805.0,371839.0,371887.0,371930.0,371959.0,372000.0,0.0,True,0.8747239260193099,0.44391809140826777,0.17339988252084695,0.1970812874317871,-0.5698247960552811,0.3831149764946691,0.20427275325736333,-0.6028501349324157,0.23797110280777894,1.0,-1.4844112043480513,0.0033728955658992384
232,179217.0,A,(SBR,-0.12653274228281924,-0.36672697678806615,0.046455906547434936,0.8567558415171013,179218.0,179123.0,179126.0,179145.0,179205.0,179225.0,179292.0,179320.0,179358.0,0.0,True,1.285538245691183,-1.2859625832259984,-0.07339458361431861,-0.05701006390306699,-0.8782767206018026,0.419153234443364,-0.2294205490777314,-0.9217355810731811,0.3450110614624227,1.0,-0.2939507328837511,0.1571163569316805
232,578510.0,A,(SBR,0.17766600060578122,-0.20173918953626524,0.8046137403596124,0.7543624161073825,578511.0,578400.0,578412.0,578429.0,578499.0,578519.0,578592.0,578618.0,578651.0,0.0,True,2.449512151428157,-1.2859625832259984,-0.10424389188121422,-0.35953206005389,-0.8070955072449126,0.3650958475203217,-0.42383478805553226,-0.6311955079227058,0.3450110614624227,1.0,-0.7964171154210291,0.27017527978485384
222,449855.0,A,(N,-1.0825859342184199,-0.9572095837945109,0.32929198962762546,0.5091021289725394,449855.0,,,,449840.0,449866.0,449914.0,449940.0,449969.0,1.0,True,,-0.9152738672329415,-0.8137779820198153,0.17537155313570876,,-0.5358606011970505,0.09958816303854733,-0.35482812126737573,1.006712624054766,0.0,-1.9999616668762028,-0.21897539251142284
232,245040.0,A,(SBR,-0.0722115381955691,-0.28857486703721313,0.15448357716834102,0.842311459353575,245071.0,,,,245032.0,245082.0,245116.0,245151.0,245200.0,0.0,True,,0.5674809967392864,0.38934504038911694,0.40390105498972473,,0.5092488793151013,0.3837320507753333,-1.120153192005213,0.5785527894361909,0.0,-0.36483239764544345,0.11001347608556597
209,360609.0,A,(N,-0.9522150444090198,-0.27120773153702366,-0.5516245607992178,0.7551194539249146,360610.0,,,,360598.0,360624.0,360652.0,360685.0,360712.0,0.0,True,,-0.9152738672329415,-1.2765176060232508,-0.6331590648402424,,0.4371723634177115,0.41364193369499497,0.33963351699473565,0.33528015613018236,0.0,-0.7927021693481031,-0.9125592620766422
232,564271.0,A,(SBR,0.036430869978931205,3.4453592655035408,0.45106863650937346,0.7964338781575039,564272.0,564186.0,564199.0,564208.0,564259.0,564280.0,564340.0,564376.0,564413.0,0.0,True,0.6693167661833731,-1.2241811305604886,-0.04254527534742299,-0.173297407356403,-0.3562811559846128,0.4461819279048852,-0.10978101739908463,-0.7445769998838668,0.354741966794663,1.0,-0.5899634758461157,-1.8168384707390663
219,114965.0,A,(N,0.17766600060578122,0.3019077399692317,0.17314290209377042,0.9117456197274496,114966.0,,,,114952.0,114979.0,115028.0,115059.0,115089.0,1.0,True,,-0.8534924145674317,-0.5669835158846498,-0.8504115667263756,,-0.9503005676070421,-0.005096427180268317,1.4096713473781932,0.8510181387389204,0.0,-0.024104159987886363,-0.3107506746498575
202,467418.0,A,(N,-0.8761653586868697,1.3092015989802253,0.6131101424407331,0.5212464589235127,467419.0,,,,467393.0,467440.0,467464.0,467503.0,467529.0,0.0,True,,0.3821366387427584,-0.5978328241515454,0.1662743192319506,,-0.12142063478705942,-0.30419525637688566,0.8073321713345247,0.8704799494034011,0.0,-1.9403668490020318,-1.7398436507571664
200,602450.0,A,(N,-0.5828308566157195,-0.21910632503645475,-0.014432416893438833,0.7298512625389137,602452.0,602373.0,602382.0,602405.0,602435.0,602469.0,602507.0,602555.0,602603.0,0.0,True,-0.08384281988172738,-0.4210222459088654,0.38934504038911694,1.0108311775304886,0.09453319527568851,0.3290575895716268,0.20427275325736333,-0.33356909152465813,0.5298982627749893,1.0,-0.9166985750565734,-0.5498599425507781
209,611689.0,A,(N,-0.8218441545996196,-0.28857486703721313,-0.6802756958113876,0.8540442837776773,611689.0,,,,611671.0,611697.0,611746.0,611766.0,611802.0,0.0,True,,-0.9152738672329415,-0.752079365486024,-0.10648048964970662,,0.11282804187945743,0.18931781179753246,0.06326613033940552,0.1698547654820965,0.0,-0.30725692517996095,-0.7471918025304319
232,386293.0,A,(SBR,0.02556662916148144,-0.29725843478730773,0.7339047195895656,0.730906104571585,386294.0,386209.0,386218.0,386227.0,386279.0,386337.0,386370.0,386400.0,386431.0,0.0,True,0.4639096063474377,1.0617326180633626,-0.10424389188121422,-0.2307872299599369,-0.28509994262772265,0.4551914923920589,0.32391228493601015,-0.5603320754469803,0.43258920945258594,1.0,-0.9115222401680417,0.23424612516034868
209,288557.0,A,(SVTA,-1.49542708528152,-1.4782236488001976,-1.273445814493454,0.7893101305158484,288558.0,,,,288546.0,288565.0,,,,,True,,-1.3477440358915076,,,,,0.338867226395841,0.5876555306597752,0.2963565348012209,0.0,-0.62492122526497,0.13258398790220674
209,620189.0,A,(SVTA,-1.2238210648452699,-0.8009053642928047,-1.058372542984559,0.8315098468271334,620190.0,,,,620181.0,620196.0,620254.0,620269.0,620288.0,0.0,True,,-1.5948698465535456,-1.4924627638915202,-0.5727710995839866,,0.17589499328967345,0.024813455739393375,0.5167920981840498,0.28662562946898057,0.0,-0.4178382146694662,-0.6737816008044244
207,645093.0,A,(SVTA,-1.0282647301311698,-1.0527288290455534,-1.1104222388291776,0.9577464788732396,645092.0,,,,645075.0,645117.0,645131.0,645153.0,645208.0,0.0,True,,0.07322937541521102,-0.6903807489522322,0.2620454483987263,,1.0498227485455247,1.8194064309190956,-1.7012333383061633,-1.2022028863637917,0.0,0.2016318694114982,0.04927751431567265
232,571559.0,A,(SBR,0.11248055570108087,-0.2798912992871182,2.0086312329162572,0.5554433447788325,571560.0,571471.0,571482.0,571492.0,571537.0,571568.0,571635.0,571665.0,571701.0,0.0,True,0.19003339323285412,-0.6063666039053938,0.26594780732153384,0.09140416423436044,-0.5698247960552806,0.3020288961101056,-0.3341051392965471,-0.8296131188547377,0.354741966794663,1.0,-1.7725554347339063,0.3085086157596976
232,337715.0,A,(SBR,-0.2134466688224191,-0.30594200253740267,0.8871075979246678,0.6432134418482542,337716.0,,,,337700.0,337753.0,337785.0,337817.0,337853.0,0.0,True,,0.7528253547358151,-0.07339458361431861,0.028449221860388778,,0.37410541200749536,0.35382216785567155,-0.8225267756071651,0.33528015613018236,0.0,-1.3418488440231304,-0.028604006039980742
232,160944.0,A,(SBR,0.003838147526581471,3.8795376530082795,0.44812242731062213,0.7882212968471148,160945.0,160841.0,160849.0,160865.0,160932.0,160953.0,161019.0,161051.0,161085.0,0.0,True,1.9017597251989926,-1.2241811305604886,-0.07339458361431861,-0.17786810301147063,-0.8308225783638763,0.3921245409818428,-0.0798711344794229,-0.921735581073181,0.45205102011706644,1.0,-0.6302643643632486,-1.9156430495503636
232,563458.0,A,(SBR,0.10161631488363111,-0.2538405960368341,0.22715673740422365,0.8734459674848581,563459.0,563386.0,563393.0,563403.0,563447.0,563466.0,563525.0,563559.0,563592.0,0.0,True,-0.15231187316037276,-1.3477440358915076,-0.3201890497494842,-0.5283779583955089,-0.9494579339586923,0.3921245409818428,-0.18455572469823855,-0.8508721485974554,0.42285830412034536,1.0,-0.21204872418003315,0.2587272648309675
118,109814.0,A,(N,-0.28949635454456923,0.05008427521648287,-0.08121315873181764,0.8430747431810132,109816.0,,,,109801.0,109846.0,109861.0,109896.0,109956.0,4.0,True,,0.25857373341173906,-0.011695967080526738,0.17785184920410987,,-0.4367553918381398,0.42859687515482614,0.45301500895589647,-1.1243556437058688,0.0,-0.3610868010694189,-0.514063368875767
207,644042.0,A,(SVTA,-0.8978938403217697,-1.035361693545364,-1.0976553323012521,1.017897091722595,644041.0,,,,644024.0,644065.0,644071.0,644103.0,644162.0,0.0,True,,0.011447922749701035,-0.5361342076177535,0.27773813314382045,,1.0227940550840036,1.5651724261019708,-1.7154060248013085,-1.0854320223769074,0.0,0.4968037588651268,0.23424612516034868
223,206606.0,A,(N,-0.5828308566157195,-0.28857486703721313,-0.4946645162900125,0.8784346378018317,206609.0,,,,206588.0,206624.0,206661.0,206677.0,206744.0,4.0,True,,-0.29745934057784634,0.01915334118636888,0.5576448271591394,,-0.36467887594074994,0.054723338659055105,-0.8012677458644474,0.5785527894361912,0.0,-0.18756825467907928,-0.47387997456591074
232,129294.0,A,(SBR,-0.19171818718751915,-0.24515702828673955,1.0147766632039195,0.6270627062706271,129295.0,,,,129284.0,129302.0,129369.0,129402.0,129432.0,0.0,True,,-1.4095254885570172,-0.22764112494879732,-0.16782959863869826,,0.356086283033148,-0.3191501978367165,-1.1626712514906483,0.5007055467782683,0.0,-1.4211039490118944,-0.08284292200195292
232,91982.0,A,(SBR,-0.1482612239177192,2.8375095229969065,0.9332648753717825,0.6509336099585062,91984.0,91918.0,91937.0,91954.0,91963.0,92020.0,92064.0,92085.0,92117.0,0.0,True,-1.2478167256187016,0.9999511653978526,-0.04254527534742299,-0.0014029875860489404,-0.3562811559846128,0.5633062662381435,0.5332814653736421,-0.9217355810731811,0.5007055467782681,1.0,-1.3039643321278014,-1.764475201578459
232,409197.0,A,(SBR,-0.22431090963986888,-0.32330913803759254,0.9146055504463547,0.6359134740682825,409198.0,,,,409183.0,409210.0,409274.0,409306.0,409346.0,0.0,True,,-0.8534924145674317,0.2350984990546382,0.3906159528290992,,0.23896194469988952,-0.049961251559761166,-0.6311955079227058,0.3450110614624227,0.0,-1.3776713432545404,-0.017983798718754287
213,318310.0,A,(N,-1.34332771383722,-1.5042743520504818,-0.905169664649456,0.7106854838709679,318318.0,318250.0,318263.0,318292.0,318293.0,318318.0,,,,,True,-1.3847548321759924,-0.9770553198984507,,,2.609602733885788,,-0.4238347880555325,0.5238784414316222,-1.7374026796370106,1.0,-1.0107491397022879,0.5723918668607719
232,335821.0,A,(SBR,0.10161631488363111,-0.34067627353778207,0.14073460090749912,0.8986552968186289,335822.0,335718.0,335728.0,335743.0,335809.0,335863.0,335897.0,335925.0,335958.0,0.0,True,1.9017597251989926,0.8146068074013245,-0.1967918166819017,-0.3958152061397057,-0.9494579339586923,0.3831149764946691,0.3089573434761793,-0.7020589403984315,0.4033964934558647,1.0,-0.08834116711916362,0.3867393310475619
232,135950.0,A,(SBR,0.047295110796381414,-0.3754105445381611,0.8085420192912817,0.7213730222579782,135951.0,135865.0,135877.0,135885.0,135936.0,135958.0,136028.0,136053.0,136091.0,0.0,True,0.5323786596260824,-1.1623996778949792,-0.011695967080526738,-0.1494510403408026,-0.35628115598461224,0.3020288961101056,-0.12473595885891542,-0.9996853567964794,0.47151283078154715,1.0,-0.9583031088164059,0.37619877999463514
222,436015.0,A,(AB,-1.0717216934009697,0.5450476369718856,-0.24030845546442484,0.6238256294626081,436015.0,435954.0,435974.0,435993.0,436000.0,436024.0,436076.0,436095.0,436157.0,1.0,True,-1.1793476723400564,-1.0388367725639602,0.0500026494532645,1.3509298029670869,-0.9257308628397285,-0.29260236004336015,0.3986869922351644,-0.1422378238401989,0.8704799494034011,1.0,-1.4369889754890557,-1.5768201634397203
232,382896.0,A,(SBR,0.12334479651853153,-0.31462557028749727,-0.2216491305389954,1.0298507462686568,382897.0,382803.0,382819.0,382830.0,382879.0,382933.0,382972.0,382999.0,383034.0,0.0,True,0.8747239260193099,0.8146068074013245,-0.011695967080526738,-0.21561653547064236,-0.28509994262772265,0.419153234443364,0.5631913482933038,-0.5886774484372705,0.5396291681072297,1.0,0.5554628918497522,0.3724490872254265
222,468616.0,A,(NOD,-1.4193773995593701,0.3887434174701796,-0.3984216824641145,0.536,468616.0,,,,468602.0,468624.0,,,,,True,,-1.1623996778949792,,,,,0.32391228493601015,-0.34065543477223087,0.8510181387389206,0.0,-1.867968075500173,-1.8057545077393145
209,285693.0,A,(SVTA,-1.28900650974997,-1.382704403549155,-1.273445814493454,0.9073958980733374,285694.0,285656.0,285665.0,285671.0,285683.0,285701.0,285721.0,285752.0,285759.0,0.0,True,-2.480259684634321,-1.4095254885570172,-2.4487913201652867,-1.883341803933184,-0.6410060094121707,0.16688542880249957,0.009858514279562218,0.3112881440044454,0.2574329134722598,1.0,-0.04544917209037597,0.32803302643370535
232,513423.0,A,(SBR,-0.061347297378118885,-0.3754105445381611,1.621695758146831,0.5683563748079876,513425.0,513320.0,513330.0,513348.0,513412.0,513432.0,513497.0,513534.0,513569.0,0.0,True,1.9702287784776373,-1.2859625832259984,0.0500026494532645,0.017858348745249778,-0.8308225783638763,0.28400976713575815,-0.15464584177857715,-0.8437858053498828,0.42285830412034536,1.0,-1.7091884415858387,0.2471509119634656
232,46908.0,A,(SBR,0.047295110796381414,-0.29725843478730773,0.10243388132372279,0.8936877076411961,46909.0,46823.0,46833.0,46841.0,46887.0,46947.0,46983.0,47017.0,47060.0,0.0,True,0.05309528667556336,1.1852955233943812,0.543591581723595,0.4525998007682092,-0.3088270137466859,0.37410541200749536,0.36877710931550245,-0.9217355810731811,0.5104364521105085,1.0,-0.1127181869710561,0.2591857131394069
207,644580.0,A,(SVTA,-0.9413508035915696,-1.1569316420466906,-1.1074760296304256,1.001124859392576,644578.0,,,,644562.0,644601.0,644606.0,644639.0,644704.0,0.0,True,,-0.11211498258131766,-0.412736974550171,0.5049086183687083,,1.103880135468567,1.5651724261019708,-1.7295787112964536,-1.2216646970282723,0.0,0.4144988367256675,0.4324267796367872
