irasas,R,klase,ritmas,RR_pre,RR_post,RR_vid,RR_sant,R_ecg,P_on,P_peak,P_off,QRS_on,QRS_off,T_on,T_peak,T_off,T_tipas,rastas,PR,QRS,QT,QTc,P_amp,T_amp,ST,QRS_max,QRS_min,P_yra,RR_sant_vid,RR_sant_post
207,630910.0,A,(N,0.0761455525606469,0.09333333333333334,0.029790555483283455,0.8394758394758396,630909.0,630797.0,630829.0,630842.0,630888.0,630932.0,630946.0,630985.0,631063.0,0.0,True,0.6979166666666666,0.22147651006711405,0.4222222222222222,0.4981607093803438,0.5351609058402861,0.6931124673060157,0.594913714804723,0.003968253968253968,0.526405451448041,1.0,0.2034798349576298,0.15128726983695054
201,187323.0,A,(NOD,0.08760107816711592,0.28769230769230764,0.08239885521009495,0.4973118279569893,187324.0,187234.0,187254.0,187291.0,187301.0,187333.0,187374.0,187408.0,187436.0,0.0,True,0.44791666666666674,0.14093959731543623,0.2740740740740741,0.3296954879196812,0.5065554231227651,0.6329555361813427,0.5594913714804723,0.28571428571428575,1.0,1.0,0.11341688595004452,0.051967611178944516
209,209844.0,A,(SVTA,0.03167115902964961,0.023589743589743587,0.0073890984779497815,0.8791903858317522,209845.0,209773.0,209783.0,209801.0,209834.0,209851.0,,209891.0,209914.0,2.0,True,0.38541666666666674,0.04026845637583893,0.07037037037037033,0.20847989136497921,0.5506555423122765,0.6059285091543156,0.5767484105358766,0.4232804232804233,0.8279386712095399,1.0,0.2139333281448141,0.20845307982625552
232,637453.0,A,(SBR,0.12061994609164418,0.08769230769230768,0.05976323663327694,0.7540345019476906,637454.0,637364.0,637378.0,637388.0,637440.0,637461.0,637527.0,637556.0,637593.0,0.0,True,0.5416666666666667,0.06711409395973156,0.3407407407407408,0.3421352230045384,0.4874851013110846,0.6530078465562337,0.530426884650318,0.1997354497354497,0.8807495741056218,1.0,0.1809903311936911,0.2206288792348537
232,434422.0,A,(SBR,0.11859838274932614,0.08717948717948718,0.06644985039677376,0.6959231368475721,434423.0,,,,434411.0,434437.0,434498.0,434529.0,434565.0,0.0,True,,0.1006711409395973,0.3444444444444445,0.34815361057529215,,0.6451612903225806,0.5522252497729337,0.22883597883597884,0.858603066439523,0.0,0.16569450598828422,0.21874775043733477
222,574405.0,A,(NOD,0.0404312668463612,0.02153846153846154,0.04131650839078964,0.5268630849220104,574405.0,,,,574396.0,574411.0,,574439.0,574484.0,3.0,True,,0.026845637583892617,0.09999999999999998,0.2272465346043824,,0.5911072362685266,0.5540417801998184,0.34656084656084657,1.0,0.0,0.12119524153261028,0.23851285019718096
232,192912.0,A,(SBR,0.11859838274932614,0.08153846153846153,0.04982437882138676,0.8343711083437111,192913.0,192790.0,192812.0,192832.0,192900.0,192921.0,192987.0,193014.0,193049.0,0.0,True,0.8958333333333336,0.06711409395973156,0.3259259259259259,0.3318808394669111,0.47318235995232416,0.6530078465562337,0.5267938237965486,0.2261904761904762,0.8603066439522998,1.0,0.20213618944210782,0.2294534795784268
202,273099.0,A,(N,0.06132075471698113,0.19128205128205128,0.058696500585403905,0.5150576977202365,273100.0,273018.0,273058.0,273067.0,273079.0,273111.0,273152.0,273193.0,273228.0,0.0,True,0.38541666666666674,0.14093959731543623,0.3259259259259259,0.43379215710902785,0.4839094159713944,0.6460331299040977,0.5540417801998184,0.4007936507936508,1.0,1.0,0.11808787795907563,0.06492868383767852
232,176122.0,A,(SBR,0.11455525606469,0.08358974358974358,0.055027969298816155,0.7678780773739742,176123.0,176024.0,176027.0,176042.0,176111.0,176130.0,176195.0,176224.0,176254.0,0.0,True,0.6562499999999999,0.05369127516778525,0.30370370370370364,0.31765237088385123,0.46960667461263406,0.6608544027898867,0.5186194368755677,0.23280423280423282,0.8620102214650768,1.0,0.184634177962279,0.2196632808026672
213,233709.0,A,(N,0.050539083557951496,0.062051282051282054,0.018238584623390137,0.8358358358358359,233709.0,,,,233693.0,233725.0,233759.0,233794.0,233834.0,0.0,True,,0.14093959731543623,0.29629629629629634,0.4282783114767966,,0.7157802964254577,0.4668483197093552,0.6746031746031745,0.7717206132879046,0.0,0.2025217287536434,0.1585771646017651
223,167132.0,A,(N,0.07142857142857142,0.09743589743589744,0.030258878626252112,0.8048780487804877,167134.0,167062.0,167084.0,167094.0,167102.0,167152.0,167210.0,167231.0,167275.0,0.0,True,0.16666666666666663,0.26174496644295303,0.41481481481481486,0.501999191680543,0.48867699642431467,0.6251089799476897,0.5649409627611263,0.24735449735449738,0.9420783645655878,1.0,0.19437315233095936,0.14006467349283855
209,216106.0,A,(SVTA,0.033692722371967666,0.019487179487179495,0.008976193573565763,0.8647990255785627,216106.0,,,,216096.0,216113.0,216152.0,216177.0,216200.0,0.0,True,,0.04026845637583893,0.1592592592592592,0.31194703824891706,,0.6486486486486487,0.5712988192552225,0.4365079365079365,0.8466780238500852,0.0,0.21014529579483274,0.2279898180077536
232,441239.0,A,(SBR,0.1165768194070081,0.29435897435897435,0.05554832834655913,0.7721445221445222,441240.0,,,,441227.0,441254.0,441316.0,441348.0,441380.0,0.0,True,,0.10738255033557047,0.3407407407407408,0.347709690883481,,0.6469049694856147,0.5504087193460491,0.24603174603174605,0.8364565587734242,0.0,0.1857571733237955,0.06652424042920899
232,23230.0,A,(SBR,0.1165768194070081,0.2856410256410256,0.057629764537530895,0.7545558086560364,23231.0,23134.0,23143.0,23157.0,23207.0,23271.0,23313.0,23330.0,23375.0,0.0,True,0.5104166666666666,0.3557046979865772,0.39629629629629637,0.3968035566135131,0.49344457687723475,0.6460331299040977,0.5658492279745685,0.167989417989418,0.8875638841567292,1.0,0.18112754731786104,0.06910781992785413
209,209705.0,A,(SVTA,0.03504043126684637,0.020000000000000007,0.005359698191752309,0.9580838323353292,209707.0,209630.0,209640.0,209667.0,209695.0,209713.0,209735.0,209762.0,209769.0,0.0,True,0.4270833333333332,0.04697986577181209,0.048148148148148086,0.1755082449456362,0.5315852205005959,0.6233653007846557,0.5449591280653951,0.4087301587301587,0.7955706984667802,1.0,0.2346993240131226,0.22976385720841655
209,268508.0,A,(SVTA,0.030323450134770894,0.01846153846153846,0.001717184857551714,1.0051357300073367,268509.0,,,,268497.0,268516.0,,,,,True,,0.05369127516778525,,,,,0.5522252497729337,0.425925925925926,0.8262350936967632,0.0,0.24708412346042122,0.222496176202979
232,241953.0,A,(SBR,0.1132075471698113,0.09076923076923077,0.045401326915571735,0.8547008547008547,241954.0,,,,241937.0,241991.0,242025.0,242055.0,242094.0,0.0,True,,0.28859060402684567,0.3555555555555556,0.3657187169872314,,0.6556233653007847,0.5676657584014533,0.20634920634920637,0.8875638841567292,0.0,0.2074872984069958,0.20504335363808174
232,192644.0,A,(SBR,0.11522911051212936,0.08615384615384615,0.049356055678418116,0.823418910457107,192645.0,192539.0,192549.0,192565.0,192633.0,192652.0,192715.0,192747.0,192789.0,0.0,True,0.7291666666666669,0.05369127516778525,0.3518518518518519,0.35946614159503154,0.4719904648390941,0.6512641673931997,0.5213442325158947,0.22751322751322756,0.858603066439523,1.0,0.19925339871434053,0.2158909615545356
116,298940.0,A,(N,0.05929919137466308,0.12307692307692304,0.03845453362820346,0.6486486486486486,298941.0,,,,298928.0,298949.0,298986.0,299017.0,299047.0,0.0,True,,0.06711409395973156,0.21481481481481482,0.3195260354493957,,0.6878814298169137,0.5631244323342416,0.9338624338624338,0.8057921635434413,0.0,0.15325111721364454,0.10112187327483121
201,424654.0,A,(N,0.09838274932614555,0.02666666666666667,0.060699882919214236,0.6556473829201103,424654.0,,,,424637.0,424665.0,424682.0,424693.0,424747.0,1.0,True,,0.11409395973154365,0.18148148148148155,0.22684685580329447,,0.5867480383609416,0.5513169845594914,0.3055555555555556,1.0,0.0,0.15509329414221837,0.3643124669927096
223,252483.0,A,(N,0.0545822102425876,0.043589743589743574,0.028853909197346168,0.7190357439733998,252484.0,,,,252466.0,252497.0,252522.0,252553.0,252585.0,1.0,True,,0.1342281879194631,0.21481481481481482,0.3289919723579225,,0.5405405405405406,0.5277020890099909,0.58994708994709,0.9063032367972743,0.0,0.1717781076732355,0.20415629192685059
232,641315.0,A,(SBR,0.11725067385444744,0.08923076923076922,0.05882659034733964,0.74761101742552,641316.0,641229.0,641240.0,641252.0,641304.0,641324.0,641390.0,641420.0,641456.0,0.0,True,0.5312500000000001,0.060402684563758385,0.3370370370370371,0.34350076472021174,0.4874851013110846,0.6503923278116827,0.5286103542234333,0.21031746031746035,0.8705281090289608,1.0,0.17929956904602026,0.2132142109818596
232,41383.0,A,(SBR,0.1118598382749326,0.29999999999999993,0.07781969558995705,0.601679104477612,41384.0,41307.0,41317.0,41326.0,41356.0,41421.0,41454.0,41486.0,41523.0,0.0,True,0.2604166666666666,0.3624161073825503,0.39259259259259266,0.4008958316966299,0.4982121573301549,0.6416739319965127,0.5667574931880109,0.17989417989417988,0.8671209540034072,1.0,0.14088799450296596,0.062325712033429743
222,432664.0,A,(AB,0.06266846361185982,0.1158974358974359,0.03455184077013138,0.7047619047619047,432664.0,432567.0,432588.0,432607.0,432651.0,432671.0,432706.0,432718.0,432763.0,5.0,True,0.6250000000000001,0.060402684563758385,0.18888888888888894,0.28567593124608937,0.4469606674612634,0.6146469049694857,0.5722070844686649,0.2724867724867725,0.9693356047700171,1.0,0.16802100870966868,0.11079057659444955
232,224798.0,A,(SBR,0.12398921832884098,0.30153846153846153,0.07040457915962013,0.6894828878341244,224799.0,,,,224785.0,224837.0,224868.0,224902.0,224940.0,0.0,True,,0.2751677852348993,0.34814814814814826,0.3440434497315351,,0.6460331299040977,0.5631244323342416,0.1970899470899471,0.8671209540034072,0.0,0.163999331162856,0.06855274010985415
232,371851.0,A,(SBR,0.10983827493261455,0.08923076923076922,0.07428125406530504,0.6141618497109828,371852.0,371763.0,371798.0,371805.0,371839.0,371887.0,371930.0,371959.0,372000.0,0.0,True,0.5416666666666667,0.24832214765100674,0.3703703703703704,0.3841259019838211,0.48629320619785454,0.6477768090671316,0.553133514986376,0.25,0.8398637137989778,1.0,0.14417364936315225,0.20301904213399272
232,179217.0,A,(SBR,0.10849056603773582,0.08153846153846153,0.04308572915311564,0.8567558415171013,179218.0,179123.0,179126.0,179145.0,179205.0,179225.0,179292.0,179320.0,179358.0,0.0,True,0.6041666666666666,0.060402684563758385,0.3407407407407408,0.359447786683935,0.47079856972586404,0.6512641673931997,0.5267938237965486,0.19047619047619047,0.858603066439523,1.0,0.20802820325558388,0.21474581233913825
232,578510.0,A,(SBR,0.12735849056603774,0.09128205128205129,0.06317158839599321,0.7543624161073825,578511.0,578400.0,578412.0,578429.0,578499.0,578519.0,578592.0,578618.0,578651.0,0.0,True,0.78125,0.060402684563758385,0.3370370370370371,0.33006594167999753,0.4743742550655542,0.6460331299040977,0.5149863760217984,0.24470899470899474,0.858603066439523,1.0,0.18107664335759197,0.22336937262692252
222,449855.0,A,(N,0.04919137466307278,0.04666666666666666,0.050578899440614014,0.5091021289725394,449855.0,,,,449840.0,449866.0,449914.0,449940.0,449969.0,1.0,True,,0.1006711409395973,0.2518518518518518,0.3820173873756932,,0.5588491717523977,0.5467756584922798,0.29629629629629634,0.9744463373083475,0.0,0.11652027860210626,0.18605944426474247
232,245040.0,A,(SBR,0.1118598382749326,0.08615384615384615,0.04594770391570182,0.842311459353575,245071.0,,,,245032.0,245082.0,245116.0,245151.0,245200.0,0.0,True,,0.26174496644295303,0.39629629629629637,0.4042128590694412,,0.6599825632083697,0.5640326975476839,0.15343915343915343,0.899488926746167,0.0,0.20422621470493213,0.21115304387421752
209,360609.0,A,(N,0.057277628032345006,0.08717948717948718,0.02724079614934304,0.7551194539249146,360610.0,,,,360598.0,360624.0,360652.0,360685.0,360712.0,0.0,True,,0.1006711409395973,0.19629629629629625,0.3034904650342726,,0.6530078465562337,0.5658492279745685,0.425925925925926,0.8568994889267462,0.0,0.181275907617017,0.1331563901502261
232,564271.0,A,(SBR,0.11859838274932614,0.30666666666666664,0.05380512553662023,0.7964338781575039,564272.0,564186.0,564199.0,564208.0,564259.0,564280.0,564340.0,564376.0,564413.0,0.0,True,0.5104166666666666,0.06711409395973156,0.3444444444444445,0.34815361057529215,0.49702026221692486,0.6538796861377507,0.5340599455040872,0.22354497354497357,0.8603066439522998,1.0,0.19215051382244616,0.06418256591684433
219,114965.0,A,(N,0.12735849056603774,0.12102564102564103,0.04644204501105762,0.9117456197274496,114966.0,,,,114952.0,114979.0,115028.0,115059.0,115089.0,1.0,True,,0.10738255033557047,0.2814814814814815,0.28239024945208535,,0.5187445510026155,0.5404178019981835,0.6256613756613757,0.9471890971039183,0.0,0.2225023776987491,0.1790592919682536
202,467418.0,A,(N,0.06199460916442048,0.18051282051282047,0.05809808768049952,0.5212464589235127,467419.0,,,,467393.0,467440.0,467464.0,467503.0,467529.0,0.0,True,,0.2416107382550336,0.2777777777777778,0.3811338366920215,,0.5989537925021796,0.522252497729337,0.5132275132275133,0.9505962521294719,0.0,0.11971685723774558,0.07005533964584307
200,602450.0,A,(N,0.080188679245283,0.09025641025641026,0.041472616105112534,0.7298512625389137,602452.0,602373.0,602382.0,602405.0,602435.0,602469.0,602507.0,602555.0,602603.0,0.0,True,0.39583333333333337,0.15436241610738255,0.39629629629629637,0.4631597357118357,0.5196662693682956,0.6425457715780296,0.553133514986376,0.3002645502645503,0.8909710391822828,1.0,0.17462492225415127,0.1608212517050417
209,611689.0,A,(N,0.06536388140161725,0.08615384615384615,0.023832444386626777,0.8540442837776773,611689.0,,,,611671.0,611697.0,611746.0,611766.0,611802.0,0.0,True,,0.1006711409395973,0.25925925925925924,0.3546430703325267,,0.6216216216216217,0.5522252497729337,0.37433862433862436,0.8279386712095401,0.0,0.20731447861419675,0.1457697798858284
232,386293.0,A,(SBR,0.11792452830188681,0.08564102564102564,0.061298295824118644,0.730906104571585,386294.0,386209.0,386218.0,386227.0,386279.0,386337.0,386370.0,386400.0,386431.0,0.0,True,0.47916666666666685,0.3154362416107383,0.3370370370370371,0.34257002631188954,0.500595947556615,0.6547515257192676,0.5603996366939147,0.25793650793650796,0.8739352640545146,1.0,0.1749025732665351,0.2206288792348537
209,288557.0,A,(SVTA,0.023584905660377378,0.01589743589743589,0.008117601144789906,0.7893101305158484,288558.0,,,,288546.0,288565.0,,,,,True,,0.05369127516778525,,,,,0.5613079019073569,0.4722222222222222,0.8500851788756388,0.0,0.1902754314087658,0.2128746078557683
209,620189.0,A,(SVTA,0.0404312668463612,0.05589743589743591,0.01381553271757513,0.8315098468271334,620190.0,,,,620181.0,620196.0,620254.0,620269.0,620288.0,0.0,True,,0.026845637583892617,0.1703703703703704,0.3093555256177612,,0.6277244986922407,0.5422343324250682,0.45899470899470907,0.8483816013628621,0.0,0.201383060412199,0.15136913714438607
207,645093.0,A,(SVTA,0.05256064690026955,0.041025641025641026,0.012436581241056326,0.9577464788732396,645092.0,,,,645075.0,645117.0,645131.0,645153.0,645208.0,0.0,True,,0.20805369127516785,0.2666666666666667,0.39043541644104374,,0.7122929380993898,0.6512261580381471,0.04497354497354498,0.5877342419080068,0.0,0.23461052727637977,0.20652041325346213
232,571559.0,A,(SBR,0.12331536388140159,0.08666666666666667,0.0950695980226356,0.5554433447788325,571560.0,571471.0,571482.0,571492.0,571537.0,571568.0,571635.0,571665.0,571701.0,0.0,True,0.4375,0.1342281879194631,0.38148148148148153,0.37386222233819033,0.48629320619785454,0.6399302528334787,0.5204359673024523,0.2076719576719577,0.8603066439522998,1.0,0.1287180154055332,0.2262932447589811
232,337715.0,A,(SBR,0.10309973045822102,0.08512820512820513,0.06535709639651356,0.6432134418482542,337716.0,,,,337700.0,337753.0,337785.0,337817.0,337853.0,0.0,True,,0.2818791946308725,0.3407407407407408,0.367747849226155,,0.6469049694856147,0.5622161671207992,0.208994708994709,0.8568994889267462,0.0,0.15182048530488046,0.20058000652445512
232,160944.0,A,(SBR,0.1165768194070081,0.3323076923076923,0.05372707167945882,0.7882212968471148,160945.0,160841.0,160849.0,160865.0,160932.0,160953.0,161019.0,161051.0,161085.0,0.0,True,0.6979166666666666,0.06711409395973156,0.3407407407407408,0.347709690883481,0.47318235995232416,0.6486486486486487,0.5358764759309719,0.19047619047619052,0.8773424190800682,1.0,0.18998883326318763,0.05664625457948195
232,563458.0,A,(SBR,0.12264150943396225,0.0882051282051282,0.04787303239235072,0.8734459674848581,563459.0,563386.0,563393.0,563403.0,563447.0,563466.0,563525.0,563559.0,563592.0,0.0,True,0.38541666666666674,0.05369127516778525,0.3111111111111111,0.313667120841361,0.467222884386174,0.6486486486486487,0.5295186194368756,0.20370370370370372,0.8722316865417377,1.0,0.2124213068940752,0.222496176202979
118,109814.0,A,(N,0.09838274932614555,0.10615384615384615,0.03970339534278652,0.8430747431810132,109816.0,,,,109801.0,109846.0,109861.0,109896.0,109956.0,4.0,True,,0.22818791946308725,0.34814814814814826,0.3822582811803516,,0.5684394071490846,0.5667574931880109,0.4470899470899471,0.6013628620102215,0.0,0.20442712301239474,0.16355163249580384
207,644042.0,A,(SVTA,0.06064690026954178,0.04205128205128205,0.012774814622089242,1.017897091722595,644041.0,,,,644024.0,644065.0,644071.0,644103.0,644162.0,0.0,True,,0.20134228187919465,0.28518518518518526,0.3919595371223252,,0.7096774193548389,0.6357856494096277,0.042328042328042305,0.6081771720613288,0.0,0.25044311456041113,0.2206288792348537
223,206606.0,A,(N,0.080188679245283,0.08615384615384615,0.028749837387797583,0.8784346378018317,206609.0,,,,206588.0,206624.0,206661.0,206677.0,206744.0,4.0,True,,0.16778523489932887,0.3518518518518519,0.41914491604935855,,0.5754141238012206,0.5440508628519528,0.212962962962963,0.899488926746167,0.0,0.21373440337777277,0.16661661767922786
232,129294.0,A,(SBR,0.10444743935309972,0.0887179487179487,0.06873943020684267,0.6270627062706271,129295.0,,,,129284.0,129302.0,129369.0,129402.0,129432.0,0.0,True,,0.04697986577181209,0.32222222222222224,0.3486846605825607,,0.6451612903225806,0.5213442325158947,0.14550264550264552,0.8858603066439523,0.0,0.14756935770000468,0.19644293755246817
232,91982.0,A,(SBR,0.10714285714285712,0.27076923076923076,0.0665799401587095,0.6509336099585062,91984.0,91918.0,91937.0,91954.0,91963.0,92020.0,92064.0,92085.0,92117.0,0.0,True,0.21875,0.3087248322147651,0.3444444444444445,0.36484851297245985,0.49702026221692486,0.6652136006974716,0.5731153496821072,0.19047619047619047,0.8858603066439523,1.0,0.1538525549657346,0.06817657007924378
232,409197.0,A,(SBR,0.10242587601078168,0.08410256410256409,0.06608559906335373,0.6359134740682825,409198.0,,,,409183.0,409210.0,409274.0,409306.0,409346.0,0.0,True,,0.10738255033557047,0.3777777777777778,0.4029225700408366,,0.6338273757628596,0.5376930063578566,0.24470899470899474,0.858603066439523,0.0,0.14989901897940047,0.2013900619875016
213,318310.0,A,(N,0.033018867924528315,0.014358974358974357,0.017874333289970075,0.7106854838709679,318318.0,318250.0,318263.0,318292.0,318293.0,318318.0,,,,,True,0.1979166666666667,0.09395973154362416,,,0.6460071513706793,,0.5149863760217984,0.46031746031746035,0.4940374787052811,1.0,0.16958018789065205,0.2464209186070851
232,335821.0,A,(SBR,0.12264150943396225,0.08307692307692306,0.04558345258228178,0.8986552968186289,335822.0,335718.0,335728.0,335743.0,335809.0,335863.0,335897.0,335925.0,335958.0,0.0,True,0.6979166666666666,0.28859060402684567,0.3259259259259259,0.3265420135421666,0.467222884386174,0.6477768090671316,0.5594913714804723,0.23148148148148148,0.8688245315161839,1.0,0.21905679883907697,0.23226028630348178
232,135950.0,A,(SBR,0.11927223719676551,0.08102564102564101,0.0632756602055418,0.7213730222579782,135951.0,135865.0,135877.0,135885.0,135936.0,135958.0,136028.0,136053.0,136091.0,0.0,True,0.48958333333333337,0.0738255033557047,0.34814814814814826,0.35046964137131426,0.49702026221692486,0.6399302528334787,0.5331516802906449,0.1759259259259259,0.8807495741056218,1.0,0.17239331607585542,0.23145630661592162
222,436015.0,A,(AB,0.049865229110512145,0.1353846153846154,0.03548848705606868,0.6238256294626081,436015.0,435954.0,435974.0,435993.0,436000.0,436024.0,436076.0,436095.0,436157.0,1.0,True,0.2291666666666666,0.08724832214765102,0.3555555555555556,0.49619113582744395,0.468414779499404,0.5823888404533566,0.5649409627611263,0.335978835978836,0.9505962521294719,1.0,0.14671730817498269,0.08248994308738264
232,382896.0,A,(SBR,0.12398921832884098,0.08461538461538463,0.03598282815142448,1.0298507462686568,382897.0,382803.0,382819.0,382830.0,382879.0,382933.0,382972.0,382999.0,383034.0,0.0,True,0.5416666666666667,0.28859060402684567,0.34814814814814826,0.3440434497315351,0.500595947556615,0.6512641673931997,0.5749318801089919,0.2526455026455027,0.8926746166950597,1.0,0.25358950443074657,0.23117029910019524
222,468616.0,A,(NOD,0.028301886792452838,0.12615384615384617,0.031299596721737995,0.536,468616.0,,,,468602.0,468624.0,,,,,True,,0.0738255033557047,,,,,0.5603996366939147,0.29894179894179895,0.9471890971039183,0.0,0.12360022127639694,0.06502799430713656
209,285693.0,A,(SVTA,0.03638814016172507,0.02153846153846154,0.008117601144789906,0.9073958980733374,285694.0,285656.0,285665.0,285671.0,285683.0,285701.0,285721.0,285752.0,285759.0,0.0,True,0.031249999999999986,0.04697986577181209,0.05555555555555555,0.18206896202292247,0.48271752085816444,0.6268526591107236,0.5413260672116258,0.4206349206349207,0.8432708688245315,1.0,0.2213574625517921,0.2277824676197846
232,513423.0,A,(SBR,0.11253369272237196,0.08102564102564101,0.08481852478209967,0.5683563748079876,513425.0,513320.0,513330.0,513348.0,513412.0,513432.0,513497.0,513534.0,513569.0,0.0,True,0.7083333333333334,0.060402684563758385,0.3555555555555556,0.3667192318155709,0.47318235995232416,0.6381865736704446,0.5313351498637603,0.20502645502645506,0.8722316865417377,1.0,0.13211692799101168,0.22161319081495076
232,46908.0,A,(SBR,0.11927223719676551,0.08564102564102564,0.044568752439183026,0.8936877076411961,46909.0,46823.0,46833.0,46841.0,46887.0,46947.0,46983.0,47017.0,47060.0,0.0,True,0.4166666666666667,0.3288590604026846,0.41481481481481486,0.40894262754431343,0.49940405244338487,0.6469049694856147,0.5631244323342416,0.19047619047619047,0.8875638841567292,1.0,0.21774925124284733,0.2225311443109964
207,644580.0,A,(SVTA,0.05795148247978437,0.03487179487179488,0.012514635098217765,1.001124859392576,644578.0,,,,644562.0,644601.0,644606.0,644639.0,644704.0,0.0,True,,0.18791946308724836,0.30000000000000004,0.4140230170387384,,0.7175239755884918,0.6357856494096277,0.03968253968253968,0.5843270868824532,0.0,0.2460283992360946,0.23574509278634462
220,366911.0,A,(N,0.07210242587601079,0.14769230769230768,0.048211265773383624,0.6317460317460318,366918.0,366847.0,366861.0,366887.0,366901.0,366925.0,366959.0,367010.0,367033.0,0.0,True,0.3125,0.08724832214765102,0.26296296296296295,0.3454994833322073,0.5423122765196662,0.6416739319965127,0.5513169845594914,0.5145502645502646,0.657580919931857,1.0,0.14880208261927647,0.09692526771760106
112,278493.0,A,(N,0.06671159029649595,0.1,0.030154806816703527,0.777687296416938,278503.0,278430.0,278433.0,278458.0,278470.0,278514.0,278549.0,278577.0,278643.0,4.0,True,0.16666666666666663,0.22147651006711405,0.41481481481481486,0.5138946602908322,0.5303933253873658,0.5405405405405406,0.5485921889191644,0.23148148148148148,0.8006814310051108,1.0,0.18721611868289742,0.13109990188853177
232,272962.0,A,(SBR,0.11253369272237196,0.08153846153846153,0.04553141667750748,0.8500164095831966,272970.0,272841.0,272863.0,272886.0,272947.0,273000.0,273032.0,273060.0,273099.0,0.0,True,0.8541666666666667,0.2818791946308725,0.3370370370370371,0.3501661435551119,0.47675804529201427,0.6408020924149956,0.5613079019073569,0.1507936507936508,0.858603066439523,1.0,0.20625427878027444,0.2206288792348537
